accuracy,precision,recall,f1
81.69963531881976,0.7676091806670051,0.7113668150599904,0.7308714186576781
81.43441264228092,0.7647185344893344,0.7045108712474972,0.7246314500854019
81.5228202011272,0.7660903648132615,0.7059732835030857,0.7261476152828096
81.31285224886727,0.7656279417607492,0.6971632906354457,0.7186375474132372
81.32390319372307,0.7639014946939912,0.7008676301590943,0.7214240517443264
81.33495413857885,0.7634002877880219,0.7023936987600418,0.722584664140957
81.19129185545364,0.762030037216978,0.6982383575911714,0.7188066169824803
81.05868051718423,0.7610496071711966,0.6938664682850877,0.7148656010167928
81.18024091059786,0.7586229024445681,0.7051349365580011,0.7236899549832093
80.83766162006852,0.7570309504326531,0.691081746015197,0.7116496301109667
81.22444469002099,0.7627232267619393,0.6984600215486119,0.7191420083714921
81.13603713117472,0.7637841248780501,0.6924958493861081,0.7142062852202824
81.00342579290529,0.7588445444354947,0.6955300812172078,0.7158358519073543
81.42336169742514,0.7664515394519992,0.7006613136623354,0.7217996279839265
80.95922201348216,0.7587886274175589,0.6934919125357929,0.7140840300728197
80.94817106862637,0.7563750126361117,0.6980650025184082,0.7174194166352577
81.54492209083877,0.768550461421682,0.7023453898753644,0.7236728100055851
81.1470880760305,0.7592652152584993,0.7018636933087792,0.7212031669321428
81.7438390982429,0.7715450081749176,0.7058536445427085,0.7272746312602996
81.19129185545364,0.7665398948620794,0.6903965822694478,0.712848933319432
80.8487125649243,0.752868510438933,0.7013208983069484,0.7192337551061923
80.88186539949166,0.7567457990782829,0.6938460050041788,0.713963012526247
80.57243894352966,0.7548941658236403,0.682483185464543,0.7036358128741779
81.04762957232843,0.760507264866914,0.6943734525453278,0.7151929508808509
80.51718421925075,0.7533649692591482,0.6826946177815291,0.7035545847424122
80.78240689578959,0.7545030029950788,0.6936166673163975,0.7132927285535642
81.1581390208863,0.7628647914195115,0.6951123324034629,0.7163081125603603
81.05868051718423,0.7642615358112955,0.6883481819475785,0.7105948503376582
80.61664272295282,0.7535812741796555,0.6871352792531991,0.7075340243455167
80.82661067521273,0.7550124076631626,0.6947835276287319,0.714384494534807
80.8487125649243,0.758406496635595,0.6889773630783095,0.7100795691776605
80.93712012377058,0.7634308483094618,0.6844858348118485,0.7069288796132155
80.82661067521273,0.758401661601027,0.6879582787376021,0.7091775350344875
81.32390319372307,0.7649755085556089,0.6988345772979067,0.7199358692237909
80.63874461266438,0.7561219359792059,0.6833621675639643,0.7046472947415015
81.00342579290529,0.7599487258244622,0.6933518102945068,0.7141990579236872
81.05868051718423,0.7657809792596968,0.6860246929633641,0.7087392209001864
80.97027295833794,0.7580177405108597,0.695598853382794,0.7157184715679393
80.93712012377058,0.7653205608810874,0.681726691643094,0.7046663027827846
