accuracy,precision,recall,f1
81.23549563487678,0.7548420219370364,0.7203166187614353,0.7340118006151664
81.24654657973257,0.7551019259356664,0.720100070624222,0.7339421451211936
81.20234280030942,0.7544227499414944,0.7195140825579411,0.7333150199476431
81.10288429660736,0.7532334347637462,0.716816037824432,0.731031763226311
81.05868051718423,0.7519979332240212,0.7185535387423656,0.731869856598822
81.13603713117472,0.7536546933360627,0.7176185740279262,0.7317336424989165
81.12498618631892,0.7530790395122775,0.71914208471876,0.7326270921966381
81.04762957232843,0.7524685109674463,0.7157205075877975,0.730013591842605
81.1470880760305,0.7536268411494075,0.71856377038282,0.7323943139490056
81.09183335175157,0.7526221320524271,0.7184847665767793,0.7320209370966826
81.02552768261685,0.7517398668950184,0.7170249122313045,0.7307147565057082
80.93712012377058,0.7503476939764617,0.7159981541602563,0.7295522689063401
80.8597635097801,0.749049501088177,0.7154809382595617,0.728777983363479
80.88186539949166,0.7495468702939887,0.7150478419851352,0.7286296384125319
80.90396728920322,0.7497583932774681,0.7159217082643292,0.729312362463491
80.97027295833794,0.7511106187780656,0.7153485097486164,0.7293299384884115
80.9260691789148,0.7502597629584038,0.7154886119899025,0.7291646898392459
80.94817106862637,0.7505338954734704,0.7160720421460698,0.7296629943082626
80.9260691789148,0.7500973018547725,0.7162147022974695,0.7296256583402694
80.79345784064537,0.7483130989644586,0.7132949936065198,0.7270019902420924
80.90396728920322,0.7500520227454459,0.7146147457107086,0.7284798441934413
80.79345784064537,0.748541761220053,0.7122784671759261,0.7263457414636828
80.88186539949166,0.7498795453450413,0.7135956613700012,0.7276989939934612
80.71610122665489,0.7470729989432753,0.7124873415827986,0.726042996341429
80.8487125649243,0.7496253106594257,0.71206703485894,0.7265208911713232
80.61664272295282,0.7462192486319952,0.7080466801111285,0.7225829890777866
80.97027295833794,0.7504294156635212,0.7183980890403978,0.7312552774926322
80.71610122665489,0.7474557403525259,0.7107447248446377,0.7249122268981003
80.68294839208752,0.7466076145759829,0.7118300234408178,0.7254312306922771
80.70505028179909,0.7468268897237096,0.7127038897200118,0.7261198547215497
80.8487125649243,0.7488036990874634,0.715697486396775,0.7288516151543389
80.47298043982761,0.7439813306242933,0.7060696098649593,0.7204783381932154
80.48403138468339,0.7432402713635746,0.7107904758192014,0.723641502996885
80.5503370538181,0.7447380633982394,0.7092007508728949,0.722977011230342
80.70505028179909,0.7466790356142763,0.7134299800275787,0.7265856575938997
80.68294839208752,0.7463116813770141,0.7132822040559518,0.726365431592344
80.4066747706929,0.7425813774510556,0.7069332445036988,0.7206907438406867
80.63874461266438,0.7469535122578114,0.7067422754676216,0.7218344016276721
80.50613327439497,0.7439938557856782,0.7089051989296409,0.7225380294334576
80.48403138468339,0.7437391189365722,0.7081765507119603,0.7219370422467571
80.79345784064537,0.7483130989644586,0.7132949936065198,0.7270019902420924
80.47298043982761,0.7441109669470405,0.7054887376189056,0.7200890696657656
80.34036910155818,0.7414408559582899,0.7066351346503311,0.7201306390847546
80.30721626699084,0.7406078616902448,0.7080108693695379,0.720853373790475
80.27406343242347,0.7405477341609161,0.7050300622433429,0.7187034609084039
80.2519615427119,0.740097596585634,0.705317940456256,0.7187755416004057
80.71610122665489,0.7472607394675518,0.711616033213718,0.7254794632956136
79.98673886617306,0.7441513934780033,0.6745010164940519,0.6945196553579539
80.34036910155818,0.7416071861714787,0.7057638262812507,0.7195523505167452
80.50613327439497,0.7439073027862613,0.709340853114181,0.7228231742808047
80.46192949497181,0.7443263738572035,0.7036722328949313,0.718801288000225
80.11935020444247,0.7464690281935324,0.6765494168159212,0.6967840163167018
79.82097469333628,0.7415747630479199,0.6712144257841484,0.6910701011252256
80.73820311636645,0.7474136823642322,0.7127803356159389,0.7263569871765678
80.0972483147309,0.7455088728403053,0.677418167274888,0.697403178898423
80.26301248756769,0.7402036001272643,0.7058274826266098,0.7191739580765997
80.43982760526025,0.7429956391641063,0.7078809987687062,0.7214987013138764
80.58348988838546,0.7455511347498236,0.7082606703382283,0.7225416868686165
80.57243894352966,0.7454926429046302,0.7076059101063612,0.7220468422021521
80.35142004641396,0.7415713129453587,0.7069994587591715,0.7204318574805119
80.24091059785611,0.7507817988033816,0.6743126053680885,0.6954290216644385
80.41772571554868,0.744126867678488,0.7010531919674629,0.7167675680885
80.20775776328875,0.749864900199662,0.6743813775336748,0.6953483014715025
80.08619736987512,0.7384420142723027,0.6982556801470041,0.7130909293347392
80.30721626699084,0.7415158297039852,0.7032186733395958,0.717663722746726
80.64979555752016,0.7468604169959003,0.7079779079455423,0.7227202286865269
80.50613327439497,0.7451373062317529,0.7038225667766719,0.7191411761079245
80.08619736987512,0.7484772606641596,0.6710999026439983,0.6920478950632625
80.3293181567024,0.7413104087670384,0.7062708105414908,0.7198290227215959
79.88728036247099,0.7433778177571464,0.6709316633914624,0.6910988679888519
80.0309426455962,0.7371497040020838,0.6996288569560973,0.7137526592450698
79.84307658304785,0.7399722502411431,0.6761543977857176,0.6952713542619018
79.72151618963422,0.7322768199406142,0.6955269404921316,0.7093171719505829
79.84307658304785,0.7343285941067269,0.69633970833608,0.7105042825096723
80.29616532213504,0.7408367845386004,0.7056134923995101,0.7192120462427436
80.14145209415405,0.7391841225670395,0.6996416465066654,0.714339417105692
80.11935020444247,0.738598613845181,0.7005103969656321,0.7148211282527306
79.95358603160571,0.7477609043292852,0.6661471410918611,0.6871893596307243
79.61100674107637,0.7365891664175503,0.670972298545799,0.690010474773787
79.95358603160571,0.747155981907204,0.6671636675224549,0.6880907410475816
80.08619736987512,0.7454755668750249,0.6769086251045343,0.6969371248025276
79.77677091391314,0.7407479639764494,0.6706284377178675,0.6903933653116994
79.74361807934578,0.7399639267901166,0.6705519918219405,0.6901943380975795
80.27406343242347,0.7409483145590687,0.7029970093821553,0.7173361554571389
80.041993590452,0.737419796369966,0.6992670907573706,0.7135615045590404
79.78782185876892,0.740921248603982,0.6708475437651944,0.6906241917159296
79.98673886617306,0.7471733009157856,0.668692294033516,0.6895624509309818
79.96463697646149,0.7457052890253075,0.6702871348000498,0.6908582390800562
79.8099237484805,0.7412673645696739,0.6712857558598483,0.6910855341064359
79.44524256823958,0.7361378714827561,0.6626030756829264,0.6821360071130235
80.18565587357719,0.7396445641484592,0.7013893790650534,0.7157722528944669
80.10829925958669,0.739703055279338,0.6946277865192827,0.7106424979375003
80.3293181567024,0.742284452101591,0.701623832573062,0.7166934790191759
80.0309426455962,0.7463534901977484,0.6723278613915782,0.6928739602111528
80.10829925958669,0.7493214695271941,0.6706668063695718,0.6917628571233925
80.38457288098132,0.7417312483011719,0.7093993936393129,0.7221859718918253
79.8099237484805,0.7435820908520208,0.6666387778914195,0.6870754692285691
79.82097469333628,0.740979437393898,0.672521388337769,0.6921723517111769
79.82097469333628,0.7350444131063087,0.6906736460269439,0.706357307215765
